id,name,score1,score2
7555,Student_7555,59,99
7556,Student_7556,61,60
7557,Student_7557,55,84
7558,Student_7558,94,70
7559,Student_7559,57,79
7560,Student_7560,70,72
7561,Student_7561,94,50
7562,Student_7562,90,73
7563,Student_7563,56,62
7564,Student_7564,71,76
7565,Student_7565,84,57
7566,Student_7566,87,63
7567,Student_7567,79,97
7568,Student_7568,91,80
7569,Student_7569,64,60
7570,Student_7570,56,97
7571,Student_7571,52,58
7572,Student_7572,68,70
7573,Student_7573,73,98
7574,Student_7574,62,88
7575,Student_7575,71,72
7576,Student_7576,52,69
7577,Student_7577,100,100
7578,Student_7578,91,96
7579,Student_7579,50,99
7580,Student_7580,68,58
7581,Student_7581,79,78
7582,Student_7582,97,95
7583,Student_7583,98,76
7584,Student_7584,78,77
7585,Student_7585,78,72
7586,Student_7586,99,84
7587,Student_7587,91,79
7588,Student_7588,61,59
7589,Student_7589,62,52
7590,Student_7590,95,63
7591,Student_7591,56,72
7592,Student_7592,77,93
7593,Student_7593,50,100
7594,Student_7594,73,95
7595,Student_7595,53,77
7596,Student_7596,52,77
7597,Student_7597,56,88
7598,Student_7598,69,91
7599,Student_7599,70,71
7600,Student_7600,80,70
7601,Student_7601,55,76
7602,Student_7602,95,85
7603,Student_7603,86,99
7604,Student_7604,91,78
7605,Student_7605,81,96
7606,Student_7606,57,94
7607,Student_7607,69,51
7608,Student_7608,61,76
7609,Student_7609,56,68
7610,Student_7610,68,56
7611,Student_7611,79,50
7612,Student_7612,100,52
7613,Student_7613,69,90
7614,Student_7614,73,57
7615,Student_7615,76,51
7616,Student_7616,76,60
7617,Student_7617,57,98
7618,Student_7618,70,98
7619,Student_7619,90,75
7620,Student_7620,65,85
7621,Student_7621,53,76
7622,Student_7622,100,63
7623,Student_7623,100,88
7624,Student_7624,88,71
7625,Student_7625,63,60
7626,Student_7626,51,76
7627,Student_7627,92,78
7628,Student_7628,83,87
7629,Student_7629,72,71
7630,Student_7630,51,94
7631,Student_7631,77,53
7632,Student_7632,66,100
7633,Student_7633,65,69
7634,Student_7634,94,96
7635,Student_7635,54,81
7636,Student_7636,93,62
7637,Student_7637,83,89
7638,Student_7638,97,83
7639,Student_7639,88,54
7640,Student_7640,82,57
7641,Student_7641,50,99
7642,Student_7642,98,59
7643,Student_7643,75,66
7644,Student_7644,59,83
7645,Student_7645,84,53
7646,Student_7646,97,53
7647,Student_7647,68,96
7648,Student_7648,80,57
7649,Student_7649,56,65
7650,Student_7650,70,89
7651,Student_7651,59,99
7652,Student_7652,68,93
7653,Student_7653,56,53
7654,Student_7654,87,78
7655,Student_7655,98,92
7656,Student_7656,82,53
7657,Student_7657,93,70
7658,Student_7658,60,70
7659,Student_7659,69,88
7660,Student_7660,68,52
7661,Student_7661,80,92
7662,Student_7662,100,72
7663,Student_7663,94,86
7664,Student_7664,67,81
7665,Student_7665,53,68
7666,Student_7666,59,84
7667,Student_7667,88,86
7668,Student_7668,70,57
7669,Student_7669,65,70
7670,Student_7670,89,99
7671,Student_7671,69,55
7672,Student_7672,64,53
7673,Student_7673,59,50
7674,Student_7674,73,56
7675,Student_7675,80,50
7676,Student_7676,88,66
7677,Student_7677,68,79
7678,Student_7678,98,71
7679,Student_7679,60,55
7680,Student_7680,97,67
7681,Student_7681,65,88
7682,Student_7682,62,76
7683,Student_7683,71,84
7684,Student_7684,89,59
7685,Student_7685,79,63
7686,Student_7686,96,62
7687,Student_7687,70,71
7688,Student_7688,75,94
7689,Student_7689,52,67
7690,Student_7690,61,60
7691,Student_7691,73,99
7692,Student_7692,84,57
7693,Student_7693,65,83
7694,Student_7694,70,72
7695,Student_7695,95,71
7696,Student_7696,91,94
7697,Student_7697,79,85
7698,Student_7698,76,86
7699,Student_7699,93,59
7700,Student_7700,92,79
7701,Student_7701,99,77
7702,Student_7702,59,99
7703,Student_7703,92,54
7704,Student_7704,89,55
7705,Student_7705,62,68
7706,Student_7706,74,65
7707,Student_7707,87,94
7708,Student_7708,85,60
7709,Student_7709,72,96
7710,Student_7710,74,56
7711,Student_7711,59,90
7712,Student_7712,80,62
7713,Student_7713,88,86
7714,Student_7714,64,50
7715,Student_7715,89,67
7716,Student_7716,58,99
7717,Student_7717,56,62
7718,Student_7718,65,93
7719,Student_7719,84,73
7720,Student_7720,65,92
7721,Student_7721,86,86
7722,Student_7722,73,75
7723,Student_7723,96,76
7724,Student_7724,93,55
7725,Student_7725,92,98
7726,Student_7726,91,70
7727,Student_7727,51,76
7728,Student_7728,84,62
7729,Student_7729,64,87
7730,Student_7730,78,71
7731,Student_7731,89,96
7732,Student_7732,66,97
7733,Student_7733,85,89
7734,Student_7734,98,84
7735,Student_7735,66,50
7736,Student_7736,59,57
7737,Student_7737,79,88
7738,Student_7738,54,51
7739,Student_7739,71,82
7740,Student_7740,83,59
7741,Student_7741,92,89
7742,Student_7742,66,57
7743,Student_7743,54,83
7744,Student_7744,99,97
7745,Student_7745,100,62
7746,Student_7746,85,94
7747,Student_7747,81,90
7748,Student_7748,77,51
7749,Student_7749,96,69
7750,Student_7750,51,78
7751,Student_7751,63,75
7752,Student_7752,83,95
7753,Student_7753,64,68
7754,Student_7754,94,75
7755,Student_7755,72,80
7756,Student_7756,59,57
7757,Student_7757,94,51
7758,Student_7758,78,82
7759,Student_7759,99,100
7760,Student_7760,100,78
7761,Student_7761,79,64
7762,Student_7762,81,57
7763,Student_7763,55,68
7764,Student_7764,65,92
7765,Student_7765,100,100
7766,Student_7766,53,79
7767,Student_7767,79,97
7768,Student_7768,80,72
7769,Student_7769,80,69
7770,Student_7770,50,74
7771,Student_7771,99,54
7772,Student_7772,94,72
7773,Student_7773,97,96
7774,Student_7774,80,76
7775,Student_7775,95,95
7776,Student_7776,65,82
7777,Student_7777,52,78
7778,Student_7778,74,75
7779,Student_7779,100,68
7780,Student_7780,54,78
7781,Student_7781,70,60
7782,Student_7782,97,60
7783,Student_7783,97,58
7784,Student_7784,59,77
7785,Student_7785,99,70
7786,Student_7786,71,73
7787,Student_7787,96,73
7788,Student_7788,64,83
7789,Student_7789,78,63
7790,Student_7790,57,68
7791,Student_7791,76,91
7792,Student_7792,57,68
7793,Student_7793,100,54
7794,Student_7794,80,67
7795,Student_7795,76,90
7796,Student_7796,52,96
7797,Student_7797,60,84
7798,Student_7798,89,86
7799,Student_7799,82,60
7800,Student_7800,83,80
7801,Student_7801,71,97
7802,Student_7802,99,83
7803,Student_7803,58,61
7804,Student_7804,89,67
7805,Student_7805,60,77
7806,Student_7806,74,85
7807,Student_7807,81,79
7808,Student_7808,93,87
7809,Student_7809,95,75
7810,Student_7810,99,54
7811,Student_7811,71,70
7812,Student_7812,55,99
7813,Student_7813,80,65
7814,Student_7814,57,52
7815,Student_7815,65,68
7816,Student_7816,85,68
7817,Student_7817,81,58
7818,Student_7818,73,63
7819,Student_7819,85,85
7820,Student_7820,78,75
7821,Student_7821,79,57
7822,Student_7822,97,50
7823,Student_7823,89,67
7824,Student_7824,84,86
7825,Student_7825,68,87
7826,Student_7826,83,94
7827,Student_7827,98,56
7828,Student_7828,98,61
7829,Student_7829,80,92
7830,Student_7830,72,74
7831,Student_7831,90,62
7832,Student_7832,56,92
7833,Student_7833,79,67
7834,Student_7834,53,96
7835,Student_7835,92,55
7836,Student_7836,59,72
7837,Student_7837,50,97
7838,Student_7838,56,85
7839,Student_7839,95,84
7840,Student_7840,96,70
7841,Student_7841,53,87
7842,Student_7842,71,59
7843,Student_7843,86,92
7844,Student_7844,51,91
7845,Student_7845,65,91
7846,Student_7846,75,85
7847,Student_7847,83,53
7848,Student_7848,82,79
7849,Student_7849,90,88
7850,Student_7850,83,79
7851,Student_7851,59,92
7852,Student_7852,90,50
7853,Student_7853,58,63
7854,Student_7854,81,85
7855,Student_7855,93,100
7856,Student_7856,97,90
7857,Student_7857,58,79
7858,Student_7858,70,92
7859,Student_7859,50,100
7860,Student_7860,55,73
7861,Student_7861,91,86
7862,Student_7862,69,50
7863,Student_7863,82,87
7864,Student_7864,53,61
7865,Student_7865,91,65
7866,Student_7866,98,90
7867,Student_7867,96,59
7868,Student_7868,71,65
7869,Student_7869,61,98
7870,Student_7870,61,93
7871,Student_7871,72,97
7872,Student_7872,92,90
7873,Student_7873,98,74
7874,Student_7874,93,72
7875,Student_7875,98,84
7876,Student_7876,85,83
7877,Student_7877,82,93
7878,Student_7878,96,80
7879,Student_7879,78,71
7880,Student_7880,67,97
7881,Student_7881,92,73
7882,Student_7882,77,95
7883,Student_7883,82,54
7884,Student_7884,83,53
7885,Student_7885,68,70
7886,Student_7886,95,84
7887,Student_7887,77,98
7888,Student_7888,80,50
7889,Student_7889,75,81
7890,Student_7890,87,95
7891,Student_7891,91,83
7892,Student_7892,90,71
7893,Student_7893,59,68
7894,Student_7894,92,50
7895,Student_7895,52,80
7896,Student_7896,73,96
7897,Student_7897,77,66
7898,Student_7898,94,60
7899,Student_7899,85,51
7900,Student_7900,98,70
7901,Student_7901,61,91
7902,Student_7902,79,92
7903,Student_7903,67,61
7904,Student_7904,95,60
7905,Student_7905,56,91
7906,Student_7906,88,67
7907,Student_7907,98,80
7908,Student_7908,54,90
7909,Student_7909,52,98
7910,Student_7910,87,52
7911,Student_7911,57,67
7912,Student_7912,87,78
7913,Student_7913,98,96
7914,Student_7914,81,92
7915,Student_7915,100,60
7916,Student_7916,93,71
7917,Student_7917,59,76
7918,Student_7918,78,72
7919,Student_7919,77,52
7920,Student_7920,100,57
7921,Student_7921,95,91
7922,Student_7922,70,60
7923,Student_7923,74,76
7924,Student_7924,95,52
7925,Student_7925,53,96
7926,Student_7926,74,67
7927,Student_7927,52,83
7928,Student_7928,60,70
7929,Student_7929,61,73
7930,Student_7930,85,50
7931,Student_7931,54,97
7932,Student_7932,87,96
7933,Student_7933,50,71
7934,Student_7934,91,63
7935,Student_7935,93,76
7936,Student_7936,68,92
7937,Student_7937,88,56
7938,Student_7938,55,73
7939,Student_7939,84,88
7940,Student_7940,80,98
7941,Student_7941,79,60
7942,Student_7942,74,51
7943,Student_7943,79,84
7944,Student_7944,71,82
7945,Student_7945,74,89
7946,Student_7946,55,81
7947,Student_7947,70,65
7948,Student_7948,77,70
7949,Student_7949,62,85
7950,Student_7950,55,65
7951,Student_7951,63,66
7952,Student_7952,89,85
7953,Student_7953,81,63
7954,Student_7954,87,53
7955,Student_7955,66,82
7956,Student_7956,92,67
7957,Student_7957,87,73
7958,Student_7958,54,92
7959,Student_7959,52,90
7960,Student_7960,86,70
7961,Student_7961,62,77
7962,Student_7962,83,57
7963,Student_7963,75,85
7964,Student_7964,93,66
7965,Student_7965,80,94
7966,Student_7966,99,67
7967,Student_7967,59,88
7968,Student_7968,50,81
7969,Student_7969,66,96
7970,Student_7970,69,97
7971,Student_7971,75,51
7972,Student_7972,60,96
7973,Student_7973,52,66
7974,Student_7974,95,86
7975,Student_7975,65,68
7976,Student_7976,91,99
7977,Student_7977,75,79
7978,Student_7978,58,93
7979,Student_7979,77,87
7980,Student_7980,85,71
7981,Student_7981,93,95
7982,Student_7982,98,76
7983,Student_7983,60,98
7984,Student_7984,57,88
7985,Student_7985,96,51
7986,Student_7986,98,74
7987,Student_7987,57,89
7988,Student_7988,94,72
7989,Student_7989,60,56
7990,Student_7990,74,95
7991,Student_7991,95,70
7992,Student_7992,52,88
7993,Student_7993,94,69
7994,Student_7994,81,97
7995,Student_7995,85,100
7996,Student_7996,77,50
7997,Student_7997,87,97
7998,Student_7998,82,92
7999,Student_7999,90,76
8000,Student_8000,92,86
8001,Student_8001,81,99
8002,Student_8002,92,63
8003,Student_8003,68,85
8004,Student_8004,86,79
8005,Student_8005,92,56
8006,Student_8006,58,96
8007,Student_8007,69,82
8008,Student_8008,57,62
8009,Student_8009,63,85
8010,Student_8010,56,87
8011,Student_8011,91,89
8012,Student_8012,95,62
8013,Student_8013,74,56
8014,Student_8014,84,92
8015,Student_8015,66,69
8016,Student_8016,70,61
8017,Student_8017,68,81
8018,Student_8018,51,67
8019,Student_8019,92,78
8020,Student_8020,74,58
8021,Student_8021,73,52
8022,Student_8022,92,73
8023,Student_8023,88,92
8024,Student_8024,76,51
8025,Student_8025,50,95
8026,Student_8026,51,77
8027,Student_8027,50,91
8028,Student_8028,93,89
8029,Student_8029,62,89
8030,Student_8030,66,67
8031,Student_8031,69,79
8032,Student_8032,95,66
8033,Student_8033,82,73
8034,Student_8034,65,73
8035,Student_8035,99,58
8036,Student_8036,90,57
8037,Student_8037,73,84
8038,Student_8038,73,78
8039,Student_8039,86,59
8040,Student_8040,81,96
8041,Student_8041,90,72
8042,Student_8042,54,57
8043,Student_8043,97,75
8044,Student_8044,56,73
8045,Student_8045,68,92
8046,Student_8046,82,75
8047,Student_8047,80,92
8048,Student_8048,76,100
8049,Student_8049,70,57
8050,Student_8050,88,53
8051,Student_8051,85,53
8052,Student_8052,100,72
8053,Student_8053,86,65
8054,Student_8054,74,84
8055,Student_8055,100,94
8056,Student_8056,77,89
8057,Student_8057,77,56
8058,Student_8058,73,54
8059,Student_8059,81,60
8060,Student_8060,56,61
8061,Student_8061,67,67
8062,Student_8062,98,68
8063,Student_8063,83,76
8064,Student_8064,51,79
8065,Student_8065,83,77
8066,Student_8066,79,58
8067,Student_8067,78,94
8068,Student_8068,79,51
8069,Student_8069,50,67
8070,Student_8070,95,77
8071,Student_8071,54,87
8072,Student_8072,54,88
8073,Student_8073,82,66
8074,Student_8074,51,55
8075,Student_8075,53,51
8076,Student_8076,97,64
8077,Student_8077,54,86
8078,Student_8078,65,74
8079,Student_8079,65,87
8080,Student_8080,76,50
8081,Student_8081,70,80
8082,Student_8082,57,80
8083,Student_8083,80,96
8084,Student_8084,66,50
8085,Student_8085,99,54
8086,Student_8086,70,50
8087,Student_8087,76,78
8088,Student_8088,55,95
8089,Student_8089,92,55
8090,Student_8090,96,95
8091,Student_8091,58,84
8092,Student_8092,67,62
8093,Student_8093,68,91
8094,Student_8094,80,86
8095,Student_8095,62,82
8096,Student_8096,86,77
8097,Student_8097,77,88
8098,Student_8098,76,64
8099,Student_8099,100,93
8100,Student_8100,63,68
8101,Student_8101,65,88
8102,Student_8102,62,93
8103,Student_8103,79,87
8104,Student_8104,75,61
8105,Student_8105,76,51
8106,Student_8106,95,64
8107,Student_8107,58,92
8108,Student_8108,95,91
8109,Student_8109,86,96
8110,Student_8110,100,89
8111,Student_8111,55,75
8112,Student_8112,99,97
8113,Student_8113,100,75
8114,Student_8114,89,70
8115,Student_8115,53,93
8116,Student_8116,73,90
8117,Student_8117,85,57
8118,Student_8118,53,89
8119,Student_8119,83,94
8120,Student_8120,54,57
8121,Student_8121,92,51
8122,Student_8122,62,56
8123,Student_8123,83,72
8124,Student_8124,51,55
8125,Student_8125,94,81
8126,Student_8126,57,79
8127,Student_8127,85,70
8128,Student_8128,88,61
8129,Student_8129,55,97
8130,Student_8130,68,79
8131,Student_8131,66,68
8132,Student_8132,68,91
8133,Student_8133,98,95
8134,Student_8134,68,70
8135,Student_8135,52,54
8136,Student_8136,54,78
8137,Student_8137,93,60
8138,Student_8138,78,54
8139,Student_8139,98,91
8140,Student_8140,64,89
8141,Student_8141,95,86
8142,Student_8142,75,70
8143,Student_8143,73,75
8144,Student_8144,53,96
8145,Student_8145,95,83
8146,Student_8146,83,78
8147,Student_8147,56,90
8148,Student_8148,77,81
8149,Student_8149,52,87
8150,Student_8150,78,69
8151,Student_8151,96,87
8152,Student_8152,74,95
8153,Student_8153,87,100
8154,Student_8154,58,61
8155,Student_8155,65,84
8156,Student_8156,75,69
8157,Student_8157,82,99
8158,Student_8158,73,78
8159,Student_8159,57,52
8160,Student_8160,85,96
8161,Student_8161,99,98
8162,Student_8162,73,53
8163,Student_8163,65,98
8164,Student_8164,65,51
8165,Student_8165,100,89
8166,Student_8166,70,59
8167,Student_8167,84,59
8168,Student_8168,54,59
8169,Student_8169,62,51
8170,Student_8170,57,65
8171,Student_8171,67,98
8172,Student_8172,79,64
8173,Student_8173,86,90
8174,Student_8174,68,80
8175,Student_8175,94,93
8176,Student_8176,85,54
8177,Student_8177,98,82
8178,Student_8178,86,100
8179,Student_8179,92,88
8180,Student_8180,52,60
8181,Student_8181,87,57
8182,Student_8182,91,62
8183,Student_8183,60,100
8184,Student_8184,89,81
8185,Student_8185,85,80
8186,Student_8186,55,88
8187,Student_8187,97,62
8188,Student_8188,78,72
8189,Student_8189,89,58
8190,Student_8190,76,95
8191,Student_8191,98,85
8192,Student_8192,75,87
8193,Student_8193,66,78
8194,Student_8194,81,52
8195,Student_8195,69,52
8196,Student_8196,69,56
8197,Student_8197,82,73
8198,Student_8198,87,71
8199,Student_8199,52,50
8200,Student_8200,97,89
8201,Student_8201,74,79
8202,Student_8202,85,56
8203,Student_8203,55,98
8204,Student_8204,71,96
8205,Student_8205,81,58
8206,Student_8206,60,70
8207,Student_8207,78,74
8208,Student_8208,97,72
8209,Student_8209,69,59
8210,Student_8210,52,94
8211,Student_8211,94,96
8212,Student_8212,76,96
8213,Student_8213,65,77
8214,Student_8214,56,70
8215,Student_8215,74,90
8216,Student_8216,62,81
8217,Student_8217,61,76
8218,Student_8218,97,78
8219,Student_8219,88,61
8220,Student_8220,94,65
8221,Student_8221,89,86
8222,Student_8222,72,59
8223,Student_8223,77,68
8224,Student_8224,72,82
8225,Student_8225,62,94
8226,Student_8226,63,94
8227,Student_8227,57,86
8228,Student_8228,71,63
8229,Student_8229,58,58
8230,Student_8230,77,72
8231,Student_8231,64,80
8232,Student_8232,90,80
8233,Student_8233,93,80
8234,Student_8234,88,82
8235,Student_8235,63,84
8236,Student_8236,84,85
8237,Student_8237,89,72
8238,Student_8238,94,51
8239,Student_8239,83,78
8240,Student_8240,62,76
8241,Student_8241,94,59
8242,Student_8242,98,84
8243,Student_8243,57,86
8244,Student_8244,62,72
8245,Student_8245,75,90
8246,Student_8246,97,71
8247,Student_8247,79,98
8248,Student_8248,81,85
8249,Student_8249,67,62
8250,Student_8250,55,56
8251,Student_8251,57,91
8252,Student_8252,52,94
8253,Student_8253,83,63
8254,Student_8254,78,80
8255,Student_8255,62,82
8256,Student_8256,100,52
8257,Student_8257,66,66
8258,Student_8258,84,87
8259,Student_8259,54,84
8260,Student_8260,62,61
8261,Student_8261,78,59
8262,Student_8262,92,55
8263,Student_8263,66,89
8264,Student_8264,89,75
8265,Student_8265,92,91
8266,Student_8266,65,65
8267,Student_8267,96,86
8268,Student_8268,63,76
8269,Student_8269,68,74
8270,Student_8270,54,96
8271,Student_8271,54,60
8272,Student_8272,90,92
8273,Student_8273,68,60
8274,Student_8274,58,75
8275,Student_8275,87,93
8276,Student_8276,78,89
8277,Student_8277,79,79
8278,Student_8278,95,65
8279,Student_8279,80,86
8280,Student_8280,96,96
8281,Student_8281,55,70
8282,Student_8282,86,99
8283,Student_8283,59,91
8284,Student_8284,60,66
8285,Student_8285,94,85
8286,Student_8286,70,55
8287,Student_8287,80,72
8288,Student_8288,86,59
8289,Student_8289,73,99
8290,Student_8290,92,87
8291,Student_8291,80,87
8292,Student_8292,62,73
8293,Student_8293,92,76
8294,Student_8294,64,57
8295,Student_8295,56,97
8296,Student_8296,83,68
8297,Student_8297,50,94
8298,Student_8298,56,81
8299,Student_8299,67,71
8300,Student_8300,70,99
8301,Student_8301,98,75
8302,Student_8302,55,69
8303,Student_8303,57,96
8304,Student_8304,59,97
8305,Student_8305,81,69
8306,Student_8306,65,91
8307,Student_8307,58,51
8308,Student_8308,97,91
8309,Student_8309,90,95
8310,Student_8310,68,76
8311,Student_8311,78,91
8312,Student_8312,62,69
8313,Student_8313,71,82
8314,Student_8314,51,61
8315,Student_8315,82,56
8316,Student_8316,61,58
8317,Student_8317,84,88
8318,Student_8318,78,82
8319,Student_8319,56,97
8320,Student_8320,57,92
8321,Student_8321,82,87
8322,Student_8322,53,57
8323,Student_8323,88,92
8324,Student_8324,82,86
8325,Student_8325,79,73
8326,Student_8326,87,97
8327,Student_8327,77,67
8328,Student_8328,89,88
8329,Student_8329,66,69
8330,Student_8330,66,88
8331,Student_8331,75,86
8332,Student_8332,83,55
8333,Student_8333,50,91
8334,Student_8334,55,77
8335,Student_8335,89,71
8336,Student_8336,62,73
8337,Student_8337,78,79
8338,Student_8338,88,99
8339,Student_8339,59,71
8340,Student_8340,87,55
8341,Student_8341,89,78
8342,Student_8342,92,54
8343,Student_8343,65,75
8344,Student_8344,94,92
8345,Student_8345,69,75
8346,Student_8346,81,81
8347,Student_8347,97,68
8348,Student_8348,74,69
8349,Student_8349,82,73
8350,Student_8350,73,97
8351,Student_8351,57,62
8352,Student_8352,67,71
8353,Student_8353,58,94
8354,Student_8354,92,93
8355,Student_8355,50,71
8356,Student_8356,99,83
8357,Student_8357,88,64
8358,Student_8358,59,100
8359,Student_8359,87,69
8360,Student_8360,51,90
8361,Student_8361,56,78
8362,Student_8362,86,78
8363,Student_8363,56,73
8364,Student_8364,83,94
8365,Student_8365,65,52
8366,Student_8366,65,88
8367,Student_8367,94,83
8368,Student_8368,86,68
8369,Student_8369,67,67
8370,Student_8370,90,83
8371,Student_8371,54,95
8372,Student_8372,53,70
8373,Student_8373,72,57
8374,Student_8374,57,81
8375,Student_8375,93,87
8376,Student_8376,62,57
8377,Student_8377,57,89
8378,Student_8378,67,60
8379,Student_8379,98,95
8380,Student_8380,95,83
8381,Student_8381,55,92
8382,Student_8382,50,99
8383,Student_8383,58,52
8384,Student_8384,67,83
8385,Student_8385,53,71
8386,Student_8386,78,54
8387,Student_8387,52,57
8388,Student_8388,55,71
8389,Student_8389,55,98
8390,Student_8390,85,59
8391,Student_8391,69,57
8392,Student_8392,54,58
8393,Student_8393,61,91
8394,Student_8394,98,55
8395,Student_8395,76,62
8396,Student_8396,99,86
8397,Student_8397,91,63
8398,Student_8398,59,63
8399,Student_8399,55,97
8400,Student_8400,70,53
8401,Student_8401,100,100
8402,Student_8402,61,66
8403,Student_8403,92,71
8404,Student_8404,66,58
8405,Student_8405,91,57
8406,Student_8406,67,84
8407,Student_8407,75,50
8408,Student_8408,82,82
8409,Student_8409,90,73
8410,Student_8410,100,91
8411,Student_8411,52,81
8412,Student_8412,73,91
8413,Student_8413,68,99
8414,Student_8414,94,88
8415,Student_8415,78,75
8416,Student_8416,65,64
8417,Student_8417,74,58
8418,Student_8418,78,75
8419,Student_8419,98,95
8420,Student_8420,93,58
8421,Student_8421,80,94
8422,Student_8422,99,53
8423,Student_8423,83,56
8424,Student_8424,92,85
8425,Student_8425,80,79
8426,Student_8426,71,64
8427,Student_8427,89,66
8428,Student_8428,79,68
8429,Student_8429,89,74
8430,Student_8430,75,61
8431,Student_8431,59,64
8432,Student_8432,76,56
8433,Student_8433,66,51
8434,Student_8434,57,55
8435,Student_8435,72,98
8436,Student_8436,66,68
8437,Student_8437,81,84
8438,Student_8438,94,66
8439,Student_8439,53,84
8440,Student_8440,67,70
8441,Student_8441,54,56
8442,Student_8442,57,68
8443,Student_8443,94,80
8444,Student_8444,93,63
8445,Student_8445,92,93
8446,Student_8446,78,59
8447,Student_8447,55,89
8448,Student_8448,86,94
8449,Student_8449,68,55
8450,Student_8450,99,84
8451,Student_8451,93,77
8452,Student_8452,83,50
8453,Student_8453,58,92
8454,Student_8454,71,79
8455,Student_8455,76,95
8456,Student_8456,51,54
8457,Student_8457,59,83
8458,Student_8458,55,88
8459,Student_8459,56,96
8460,Student_8460,58,70
8461,Student_8461,63,64
8462,Student_8462,89,82
8463,Student_8463,55,50
8464,Student_8464,76,96
8465,Student_8465,74,82
8466,Student_8466,82,64
8467,Student_8467,51,83
8468,Student_8468,92,83
8469,Student_8469,70,78
8470,Student_8470,95,75
8471,Student_8471,82,100
8472,Student_8472,63,92
8473,Student_8473,93,96
8474,Student_8474,60,69
8475,Student_8475,82,86
8476,Student_8476,75,97
8477,Student_8477,73,64
8478,Student_8478,65,64
8479,Student_8479,67,96
8480,Student_8480,95,75
8481,Student_8481,81,72
8482,Student_8482,54,57
8483,Student_8483,96,55
8484,Student_8484,73,79
8485,Student_8485,84,82
8486,Student_8486,54,67
8487,Student_8487,64,71
8488,Student_8488,70,61
8489,Student_8489,95,87
8490,Student_8490,96,87
8491,Student_8491,69,57
8492,Student_8492,50,58
8493,Student_8493,50,76
8494,Student_8494,92,53
8495,Student_8495,92,96
8496,Student_8496,85,77
8497,Student_8497,94,90
8498,Student_8498,81,63
8499,Student_8499,50,58
8500,Student_8500,63,92
8501,Student_8501,58,70
8502,Student_8502,53,79
8503,Student_8503,99,59
8504,Student_8504,69,80
8505,Student_8505,86,61
8506,Student_8506,74,59
8507,Student_8507,86,60
8508,Student_8508,57,67
8509,Student_8509,68,72
8510,Student_8510,78,82
8511,Student_8511,53,50
8512,Student_8512,96,71
8513,Student_8513,55,91
8514,Student_8514,62,89
8515,Student_8515,52,72
8516,Student_8516,78,89
8517,Student_8517,84,82
8518,Student_8518,54,76
8519,Student_8519,64,87
8520,Student_8520,50,55
8521,Student_8521,87,53
8522,Student_8522,82,67
8523,Student_8523,82,65
8524,Student_8524,62,88
8525,Student_8525,94,99
8526,Student_8526,96,85
8527,Student_8527,81,100
8528,Student_8528,91,93
8529,Student_8529,65,97
8530,Student_8530,72,99
8531,Student_8531,78,79
8532,Student_8532,74,73
8533,Student_8533,50,89
8534,Student_8534,63,95
8535,Student_8535,71,94
8536,Student_8536,80,90
8537,Student_8537,54,88
8538,Student_8538,68,67
8539,Student_8539,71,81
8540,Student_8540,77,85
8541,Student_8541,93,69
8542,Student_8542,97,52
8543,Student_8543,55,50
8544,Student_8544,84,57
8545,Student_8545,54,53
8546,Student_8546,96,99
8547,Student_8547,78,58
8548,Student_8548,78,63
8549,Student_8549,57,65
8550,Student_8550,79,64
8551,Student_8551,96,69
8552,Student_8552,86,98
8553,Student_8553,72,95
8554,Student_8554,75,69
8555,Student_8555,86,71
8556,Student_8556,53,72
8557,Student_8557,59,79
8558,Student_8558,85,70
8559,Student_8559,62,83
8560,Student_8560,62,98
8561,Student_8561,89,57
8562,Student_8562,90,73
8563,Student_8563,86,86
8564,Student_8564,60,53
8565,Student_8565,56,62
8566,Student_8566,61,64
8567,Student_8567,54,72
8568,Student_8568,83,63
8569,Student_8569,81,54
8570,Student_8570,62,84
8571,Student_8571,53,93
8572,Student_8572,53,84
8573,Student_8573,88,55
8574,Student_8574,73,91
8575,Student_8575,100,66
8576,Student_8576,100,59
8577,Student_8577,92,53
8578,Student_8578,96,100
8579,Student_8579,54,85
8580,Student_8580,58,83
8581,Student_8581,53,95
8582,Student_8582,69,66
8583,Student_8583,80,80
8584,Student_8584,73,67
8585,Student_8585,81,81
8586,Student_8586,71,76
8587,Student_8587,66,55
8588,Student_8588,54,63
8589,Student_8589,62,67
8590,Student_8590,86,59
8591,Student_8591,67,97
8592,Student_8592,90,55
8593,Student_8593,53,99
8594,Student_8594,69,60
8595,Student_8595,80,95
8596,Student_8596,85,59
8597,Student_8597,67,94
8598,Student_8598,86,96
8599,Student_8599,84,95
8600,Student_8600,52,56
8601,Student_8601,97,57
8602,Student_8602,50,92
8603,Student_8603,76,87
8604,Student_8604,77,83
8605,Student_8605,52,99
8606,Student_8606,58,56
8607,Student_8607,70,79
8608,Student_8608,70,97
8609,Student_8609,57,91
8610,Student_8610,50,61
8611,Student_8611,68,84
8612,Student_8612,89,72
8613,Student_8613,93,75
8614,Student_8614,76,81
8615,Student_8615,53,75
8616,Student_8616,85,78
8617,Student_8617,100,83
8618,Student_8618,68,95
8619,Student_8619,98,85
8620,Student_8620,95,95
8621,Student_8621,70,54
8622,Student_8622,99,50
8623,Student_8623,92,78
8624,Student_8624,54,70
8625,Student_8625,55,58
8626,Student_8626,50,74
8627,Student_8627,68,100
8628,Student_8628,74,50
8629,Student_8629,59,53
8630,Student_8630,82,86
